COD_ACIDENTE;DATA;LOG1;LOG2;NUMERO;BAIRRO;AMC;NATUREZA;ILUMINACAO;TEMPO;SUPERFICIEPISTA;TIPOCRUZAMENTO;CONTROLETRAFEGO;USOSOLO;MORTOS;FERIDOS;ILESOS;MOTOCICLETA;AUTOMOVEL;MICROONIBUS;CAMINHAO;ONIBUS;CICLOMOTOR;BICICLETA;OUTROS;TREM;TRACAOANIMAL;COORDENADAS
365728;2020-12-28 12:19:00;RUA JOSE MOREIRA, 952;, ; 952;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(0 0);
365206;2020-12-28 11:30:00;RUA ROCHA LIMA, ;RUA ILDEFONSO ALBANO, ; ;;;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;0;1;1;1;0;0;1;0;0;0;0;0;0;(-38.515157 -3.738687);
365718;2020-12-28 11:26:00;RUA PINTO MADEIRA, ;RUA DNA LEOPOLDINA, ; ;;;Colisão;Luz do Dia;;;Cruz;Semáforo;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.519664 -3.73165);
365029;2020-12-28 10:20:00;RUA VER PEDRO PAULO MOREIRA, ;RUA JUNIOR ROCHA, ; ;;;Colisão;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;0;2;0;0;2;0;0;0;0;0;0;0;0;(-38.487345 -3.787178);
365037;2020-12-28 08:55:00;AVENIDA SGT HERMINIO SAMPAIO, 1781;, ; 1781;;;Colisão;Luz do Dia;Bom;Seca;Meio de Quadra;Pare;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.556605 -3.725654);
365713;2020-12-28 08:18:00;RUA COS LAFAYETE, 1018;, ; 1018;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.5872124 -3.71757471);
365712;2020-12-28 07:53:00;RUA JULIO SILVA, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;0;0;0;(0 0);
365711;2020-12-28 07:44:00;RUA MANUEL ARRUDA, 110;, ; 110;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;0;0;0;0;0;0;0;0;0;0;(-38.5058078 -3.82848611);
365710;2020-12-28 07:39:00;RUA AMAZONAS, ;AVENIDA JOSE BASTOS, ; ;;;Colisão;Luz do Dia;;;T;Semáforo;Cruzamento;0;1;0;0;0;0;0;0;0;0;0;0;0;(-38.55906 -3.7571645);
365744;2020-12-28 01:32:00;AVENIDA JOR THOMAZ COELHO, ;, ; ;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
365709;2020-12-27 23:30:00;RUA GABRIEL FIUZA, ;RUA COM GARCIA, ; ;;;Colisão;;;;Cruz;Pare;Cruzamento;0;1;0;0;0;0;0;0;0;0;0;0;0;(-38.5787 -3.78824);
365665;2020-12-27 23:25:00;RUA EMILIO DE MENESES, 600;, ; 600;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.5869099 -3.78189339);
365664;2020-12-27 23:18:00;RUA MIGUEL GURGEL, ;, ; ;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
365028;2020-12-27 22:35:00;AVENIDA PRS CASTELO BRANCO, 82;, ; 82;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.52091 -3.72334);
365663;2020-12-27 22:03:00;AVENIDA 13 DE MAIO, 793;, ; 793;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;2;0;1;0;0;0;0;0;0;0;0;0;(-38.526969 -3.75134);
365662;2020-12-27 21:50:00;RUA JORGE FIGUEIREDO (ANCURI), 2448;, ; 2448;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5213 -3.88798);
365661;2020-12-27 21:14:00;AVENIDA HIS RAIMUNDO GIRAO, ;, ; ;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(0 0);
365660;2020-12-27 20:12:00;AVENIDA LINEU MACHADO, ;ESTRADA PICI, ; ;;;Colisão;;;;Duplo T;Não Há Controle;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.577683 -3.767407);
365199;2020-12-27 20:00:00;AVENIDA CASTELO DE CASTRO, 82;, ; 82;;;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de Quadra;Semáforo;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.5214485 -3.829482);
365659;2020-12-27 19:37:00;AVENIDA C CJ CEARA, 1679;, ; 1679;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.615402 -3.772946);
365203;2020-12-27 19:20:00;RUA BERNARDO MANUEL, 9968;, ; 9968;;;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de Quadra;Semáforo;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.55343 -3.8049674);
365202;2020-12-27 19:00:00;AVENIDA GODOFREDO MACIEL, ;, ; ;;;Engavetamento;Via Iluminada;Bom;Seca;Meio de Quadra;Semáforo;Longo da via;0;0;2;0;3;0;0;0;0;0;0;0;0;(0 0);
365658;2020-12-27 18:31:00;AVENIDA A CJ JOSE WALTER, ;AVENIDA I CJ JOSE WALTER, ; ;;;Colisão;;;;Cruz;Pare;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.550935 -3.825834);
365657;2020-12-27 18:26:00;AVENIDA MR HULL, 5680;, ; 5680;;;Atropelamento;Anoitecer;;;Meio de Quadra;;Longo da via;0;2;0;0;1;0;0;0;0;0;0;0;0;(-38.595259 -3.740203);
365656;2020-12-27 18:14:00;RUA JOSE MENDONCA, 3290;, ; 3290;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(0 0);
365655;2020-12-27 16:25:00;AVENIDA I CJ JOSE WALTER, ;, ; ;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
365654;2020-12-27 15:24:00;RUA MARIO DE ANDRADE, ;RUA MINAS GERAIS, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.561389 -3.751314);
365200;2020-12-27 15:00:00;RUA PARAGUACU D45, 1123;, ; 1123;;;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.539018 -3.785298);
365653;2020-12-27 14:58:00;RUA PRO VIRGILIO DE MORAIS, ;RUA DANIEL DE CASTRO, ; ;;;Colisão;Luz do Dia;;;;;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.596097 -3.748382);
365652;2020-12-27 14:14:00;RUA JOAO BRIGIDO, ;RUA DR JOSE LOURENCO, ; ;;;Queda;Luz do Dia;;;Cruz;Semáforo;Cruzamento;0;1;0;0;0;0;0;0;0;1;0;0;0;(-38.510387 -3.7424946);
365651;2020-12-27 13:47:00;TRAVESSA CAMPO VERDE, 309;, ; 309;;;Atropelamento;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;0;0;0;0;0;0;0;0;0;(0 0);
365650;2020-12-27 12:16:00;RUA CECILIA MEIRELES, ;RUA JOHN LENNON, ; ;;;Colisão;Luz do Dia;;;;;Cruzamento;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.490336 -3.819684);
365647;2020-12-27 12:15:00;AVENIDA DOM LUIS, 1112;, ; 1112;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.4911748 -3.7352564);
365646;2020-12-27 11:19:00;AVENIDA BEIRA MAR, ;, ; ;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(0 0);
365645;2020-12-27 10:51:00;AVENIDA CESAR CALS, 207;, ; 207;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.4648123 -3.72015032);
365201;2020-12-27 07:00:00;AVENIDA BEZERRA DE MENEZES, ;AVENIDA JOSE JATAHY, ; ;;;Colisão Traseira;Luz do Dia;Nublado;Molhada;Cruz;Semáforo;Cruzamento;0;0;2;0;2;0;0;0;0;0;0;0;0;(-38.5450206 -3.7315183);
365644;2020-12-27 06:24:00;RUA DNA LEOPOLDINA, ;RUA TEN BENEVOLO, ; ;;;Colisão;Luz do Dia;;;T;Semáforo;Cruzamento;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.517732 -3.725199);
365643;2020-12-27 06:02:00;RUA TEN BENEVOLO, 425;, ; 425;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;0;0;0;(-38.51678 -3.725489);
365642;2020-12-27 00:26:00;RUA TEODORO CABRAL, 381;, ; 381;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5655 -3.71272);
365641;2020-12-27 00:16:00;AVENIDA PASTEUR, 467;, ; 467;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.55857 -3.710222);
365640;2020-12-26 23:33:00;RUA MARIO FILHO, 83;, ; 83;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5828123 -3.80859271);
365639;2020-12-26 23:19:00;RUA JOSE FACANHA, 360;, ; 360;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.555387 -3.7538575);
365638;2020-12-26 21:57:00;RUA ATAULFO ALVES, 724;, ; 724;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.4982105 -3.78683808);
365637;2020-12-26 21:44:00;RUA STA ELISA D21, 1019;, ; 1019;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5621592 -3.70548763);
365023;2020-12-26 20:20:00;AVENIDA SANTOS DUMONT, ;RUA DES WALDETARIO P MOTA, ; ;;;Colisão;;;;Cruz;Pare;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.483309 -3.741093);
365196;2020-12-26 20:16:00;RUA TAVARES COUTINHO, ;RUA CASTRO MONTE, ; ;;;Colisão Lateral;;Bom;Seca;Cruz;Pare;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.486053 -3.7324963);
365633;2020-12-26 18:26:00;AVENIDA SANTOS DUMONT, 7830;, ; 7830;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;0;0;0;(-38.4542382 -3.74894228);
365631;2020-12-26 17:47:00;AVENIDA SANTOS DUMONT, 7778;, ; 7778;;;Choque c/ Obstáculo Fixo;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.463872 -3.747338);
365630;2020-12-26 17:42:00;RUA DO CONTORNO UI 302, ;, ; ;;;Queda;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
365628;2020-12-26 17:41:00;AVENIDA GODOFREDO MACIEL, ;, ; ;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(0 0);
365195;2020-12-26 17:30:00;AVENIDA SANTOS DUMONT, ;RUA DES WALDETARIO P MOTA, ; ;;;Colisão Lateral;Anoitecer;Bom;Seca;Cruz;Pare;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.483309 -3.741093);
365198;2020-12-26 17:30:00;AVENIDA SANTOS DUMONT, 7820;, ; 7820;;;Colisão Transversal;Anoitecer;Bom;Seca;Meio de Quadra;;Longo da via;0;1;1;0;2;0;0;0;0;0;0;0;0;(-38.4543161 -3.74898064);
365627;2020-12-26 17:19:00;AVENIDA LAURO VIEIRA CHAVES, 1076;, ; 1076;;;Queda;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.536867 -3.7720125);
365197;2020-12-26 16:45:00;AVENIDA GAL OSORIO DE PAIVA, 5392;, ; 5392;;;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;1;0;2;0;0;0;0;0;0;0;0;(-38.6020716 -3.80472013);
365626;2020-12-26 16:28:00;RUA MAJ GERARDO MENDES, ;RUA TEN WILSON  D46, ; ;;;Queda;Luz do Dia;;;Cruz;Pare;Cruzamento;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.512647 -3.769218);
365625;2020-12-26 16:14:00;RUA HUGO VITOR, ;RUA TEN QUEIROZ, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.59085 -3.74514);
365619;2020-12-26 16:11:00;RUA JOSE TORRES, ;RUA TEODORO DE CASTRO, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.607054 -3.779192);
365193;2020-12-26 15:15:00;AVENIDA CESAR CALS, 1020;, ; 1020;;;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.4614695 -3.72669681);
365617;2020-12-26 13:30:00;AVENIDA CARNEIRO DE MENDONCA, 1227;, ; 1227;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.570011 -3.762374);
365194;2020-12-26 12:15:00;AVENIDA ALM HENRIQUE SABOIA, 700;, ; 700;;;Colisão Lateral;Luz do Dia;Bom;Seca;Outros;Não Há Controle;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.480934 -3.7291942);
365616;2020-12-26 11:39:00;RUA PEDRO SAMPAIO, 289;, ; 289;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.5915 -3.72526);
365615;2020-12-26 11:12:00;RUA SAO PAULO, 2059;, ; 2059;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.54339 -3.72087);
365021;2020-12-26 11:05:00;AVENIDA SANTOS DUMONT, ;RUA LEONARDO MOTA, ; ;;;Colisão;Luz do Dia;;Molhada;Meio de Quadra;Não Há Controle;Cruzamento;0;0;2;0;1;0;1;0;0;0;0;0;0;(-38.496397 -3.736857);
365614;2020-12-26 09:07:00;AVENIDA DOMINGOS OLIMPIO, 1800;, ; 1800;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.538883 -3.734086);
365613;2020-12-26 08:42:00;RUA PERGENTINO MAIA, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(0 0);
365612;2020-12-26 08:20:00;AVENIDA ENG ALBERTO SA, ;AVENIDA ENG SANTANA JUNIOR, ; ;;;Colisão;Luz do Dia;;;Cruz;Semáforo;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.480743 -3.733567);
365024;2020-12-26 01:47:00;AVENIDA JOAO PESSOA, ;, ; ;;;Colisão;Via Iluminada;Bom;Seca;Meio de Quadra;Semáforo;Longo da via;0;0;2;0;2;0;0;0;0;0;0;0;0;(0 0);
365610;2020-12-26 01:37:00;RUA AMERICO VESPUCIO, 495;, ; 495;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;0;0;0;(-38.5487099 -3.78266788);
365608;2020-12-26 01:01:00;AVENIDA LINEU MACHADO, 1753;, ; 1753;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5814774 -3.7747212);
365607;2020-12-25 22:29:00;AVENIDA JOAO PESSOA, ;RUA PRO COSTA MENDES, ; ;;;Colisão;;;;Cruz;Semáforo;Cruzamento;0;2;0;0;2;0;0;0;0;0;0;0;0;(-38.549441 -3.752393);
365605;2020-12-25 20:32:00;RUA REV BOLIVAR P BANDEIRA, 460;, ; 460;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.4936721 -3.774535);
365604;2020-12-25 19:27:00;AVENIDA PRS COSTA E SILVA, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;0;1;0;1;0;0;0;0;0;0;(0 0);
365603;2020-12-25 19:12:00;RUA TEODOMIRO DE CASTRO, 4154;, ; 4154;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.570794 -3.719538);
365602;2020-12-25 18:46:00;RUA NATAL, 51;, ; 51;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.573 -3.83661);
365601;2020-12-25 17:45:00;AVENIDA DR SILAS MUNGUBA, 2620;, ; 2620;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.5500195 -3.7864715);
365600;2020-12-25 14:52:00;RUA ILDEFONSO ALBANO, ;RUA DEP MOREIRA DA ROCHA, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.511072 -3.72648);
365599;2020-12-25 14:51:00;RUA MOREIRA DA ROCHA, 201;, ; 201;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.51117 -3.72661);
365598;2020-12-25 14:50:00;RUA JOSE MENDONCA, ;AVENIDA SEN FERNANDES TAVORA, ; ;;;Colisão;Luz do Dia;;;Cruz;Semáforo;Cruzamento;0;2;0;0;2;0;0;0;0;0;0;0;0;(-38.601696 -3.754492);
365596;2020-12-25 14:22:00;AVENIDA VILA DO MAR, 1485;, ; 1485;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(0 0);
365595;2020-12-25 14:06:00;RUA STA ELISA D21, 1485;, ; 1485;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(-38.5669972 -3.70350044);
365188;2020-12-25 13:00:00;AVENIDA WENEFRIDO MELO, 290;, ; 290;;;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de Quadra;Semáforo;Longo da via;0;0;2;0;2;0;0;0;0;0;0;0;0;(-38.576614 -3.810045);
365594;2020-12-25 12:49:00;RUA DA FATEIXA, 124;, ; 124;;;Atropelamento;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;0;1;0;0;0;0;0;0;0;0;(-38.47522 -3.72945);
365593;2020-12-25 12:11:00;RUA GONCALVES LEDO, ;RUA TEN BENEVOLO, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.514537 -3.726183);
365592;2020-12-25 11:23:00;RUA ESTEVAO DE CAMPOS, 552;, ; 552;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.57982 -3.70495);
365017;2020-12-25 11:20:00;AVENIDA CESAR CALS, ;RUA ISMAEL PORDEUS, ; ;;;Colisão;Luz do Dia;;;Cruz;Não Há Controle;Cruzamento;0;2;0;1;0;0;0;1;0;0;0;0;0;(-38.464577 -3.720638);
365016;2020-12-25 10:45:00;AVENIDA DIOGUINHO, ;RUA RENATO BRAGA, ; ;;;Colisão;Luz do Dia;;;Cruz;Semáforo;Cruzamento;0;2;0;0;2;0;0;0;0;0;0;0;0;(-38.458889 -3.731428);
365190;2020-12-25 10:00:00;AVENIDA LAURO VIEIRA CHAVES, ;, ; ;;;Queda;Luz do Dia;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
365590;2020-12-25 09:46:00;AVENIDA CESAR CALS, 290;, ; 290;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;0;0;0;(-38.4509041 -3.7485969);
365589;2020-12-25 09:15:00;AVENIDA LUCIANO CARNEIRO, ;, ; ;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
365020;2020-12-25 09:00:00;AVENIDA PRS CASTELO BRANCO, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(0 0);
365182;2020-12-25 08:44:00;AVENIDA WENEFRIDO MELO, 339;, ; 339;;;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de Quadra;Semáforo;Longo da via;0;1;1;0;0;0;0;1;1;0;0;0;0;(-38.575974525 -3.810638708);
365181;2020-12-25 08:30:00;AVENIDA GAL OSORIO DE PAIVA, ;RUA LUIS VIEIRA, ; ;;;Colisão Traseira;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;0;1;1;0;2;0;0;0;0;0;0;0;0;(-38.588616 -3.790879);
365187;2020-12-25 08:10:00;RUA BENI DE CARVALHO, 225;, ; 225;;;Choque c/ Obstáculo Fixo;Luz do Dia;Nublado;Seca;Meio de Quadra;Semáforo;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.4984738 -3.74488016);
365180;2020-12-25 07:30:00;AVENIDA SEN FERNANDES TAVORA, 1445;, ; 1445;;;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de Quadra;Semáforo;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.585156 -3.760591);
365586;2020-12-25 07:04:00;RUA RIO GRANDE DO SUL, ;RUA CEARA, ; ;;;Colisão;Luz do Dia;;;Cruz;Semáforo;Cruzamento;0;3;0;1;1;0;0;0;0;0;0;0;0;(-38.567187 -3.758036);
365183;2020-12-25 07:00:00;AVENIDA PRS CASTELO BRANCO, 6378;, ; 6378;;;Engavetamento;Luz do Dia;Bom;Seca;Outros;Semáforo;Longo da via;0;3;0;0;3;0;0;0;0;0;0;0;0;(-38.5877535 -3.7000105);
365585;2020-12-25 06:50:00;AVENIDA SEN FERNANDES TAVORA, ;, ; ;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
365583;2020-12-25 06:38:00;RUA TUPI D35, 1725;, ; 1725;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.585122 -3.772097);
365191;2020-12-25 06:30:00;AVENIDA JOSE BASTOS, ;RUA GUSTAVO BRAGA, ; ;;;Colisão Traseira;Luz do Dia;Nublado;Seca;T;Semáforo;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.551989 -3.751535);
365580;2020-12-25 06:30:00;AVENIDA ALM HENRIQUE SABOIA, ;, ; ;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
365186;2020-12-25 06:30:00;AVENIDA D CJ CEARA, 1420;, ; 1420;;;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de Quadra;Outros;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.602328 -3.763611);
365184;2020-12-25 06:30:00;AVENIDA ALM HENRIQUE SABOIA, 1102;, ; 1102;;;Outros;Luz do Dia;Bom;Seca;Outros;Não Há Controle;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.491626 -3.7465559);
364114;2020-12-25 04:00:00;AVENIDA PRS CASTELO BRANCO, ;, ; ;;;Choque c/ Obstáculo Fixo;Luz do Dia;;;;;Longo da via;1;0;0;1;0;0;0;0;0;0;0;0;0;(-38.536215 -3.718058);
364656;2020-12-25 03:40:00;RD CE-040, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;0;3;0;3;0;0;0;0;0;0;0;0;(-38.48153832 -3.825515822);
365578;2020-12-25 02:59:00;AVENIDA IMPERADOR, ;, ; ;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
365577;2020-12-25 02:30:00;AVENIDA PRS CASTELO BRANCO, ;, ; ;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;2;0;1;0;0;0;0;0;0;0;0;0;(0 0);
365576;2020-12-25 01:53:00;RUA SEN ROBERT KENNEDY, 1618;, ; 1618;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;0;0;0;(0 0);
365575;2020-12-25 01:52:00;RUA SEN ROBERT KENNEDY, 174;, ; 174;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;0;0;0;(-38.577557 -3.70096333);
365574;2020-12-25 01:39:00;AVENIDA PERIMETRAL, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(0 0);
365189;2020-12-25 01:00:00;RUA GERALDO BARBOSA, 2047;, ; 2047;;;Engavetamento;Via Iluminada;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;4;0;1;3;0;0;0;0;0;0;0;0;(-38.609707 -3.78938977);
365573;2020-12-25 00:47:00;RUA CAP SANTOS D60, 261;, ; 261;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(0 0);
365572;2020-12-25 00:34:00;RUA ANGELA DINIZ, 71;, ; 71;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5223452 -3.850259);
365571;2020-12-25 00:22:00;RUA GAL RABELO, 446;, ; 446;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.6065245 -3.80684236);
365569;2020-12-25 00:09:00;RUA PEREIRA DE MIRANDA, 955;, ; 955;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.47795 -3.7410889);
366008;2020-12-24 22:51:00;RUA PEREIRA DE MIRANDA, 955;, ; 955;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.47795 -3.7410889);
366007;2020-12-24 22:16:00;AVENIDA ODILON GUIMARAES, 2549;, ; 2549;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.4727757 -3.81739337);
366006;2020-12-24 22:11:00;AVENIDA GOV RAUL BARBOSA, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(0 0);
