COD_ACIDENTE;DATA;LOG1;LOG2;NUMERO;BAIRRO;AMC;NATUREZA;ILUMINACAO;TEMPO;SUPERFICIEPISTA;TIPOCRUZAMENTO;CONTROLETRAFEGO;USOSOLO;MORTOS;FERIDOS;ILESOS;MOTOCICLETA;AUTOMOVEL;MICROONIBUS;CAMINHAO;ONIBUS;CICLOMOTOR;BICICLETA;OUTROS;TREM;TRACAOANIMAL;COORDENADAS
358393;2020-07-13 15:00:00;RUA JOR CESAR MAGALHAES, ;RUA GONTRAN GIFFONI, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;0;2;0;0;1;0;1;0;0;0;0;0;0;(-38.489127 -3.769449);
360598;2020-07-13 14:39:00;AVENIDA BEZERRA DE MENEZES, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;2;0;0;0;0;0;0;0;0;0;(0 0);
358390;2020-07-13 14:08:00;RUA ANTONIO POMPEU, ;RUA BAR ARATANHA, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;0;2;1;1;0;0;0;1;0;0;0;0;0;(-38.527351 -3.735826);
360597;2020-07-13 13:53:00;RUA AZEVEDO BOLAO, 849;, ; 849;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.551701 -3.735414);
360596;2020-07-13 13:52:00;RUA 16 LT ARVOREDO, 230;, ; 230;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
358389;2020-07-13 13:29:00;AVENIDA HERACLITO GRACA, 1120;, ; 1120;;;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de Quadra;Semáforo;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.5148 -3.736637);
360595;2020-07-13 12:48:00;AVENIDA ANTONIO SALES, 2435;, ; 2435;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.502213 -3.7455807);
360594;2020-07-13 12:07:00;RUA JOHN LENNON, 529;, ; 529;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(-38.49034 -3.8204);
360593;2020-07-13 10:26:00;AVENIDA G CJ CEARA, ;AVENIDA B CJ CEARA, ; ;;;Colisão;Luz do Dia;;;T;Pare;Cruzamento;0;1;0;2;0;0;0;0;0;0;0;0;0;(-38.611556 -3.772599);
360592;2020-07-13 09:35:00;RUA DOMINGOS JAGUARIBE, 727;, ; 727;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.5345734 -3.76601153);
358388;2020-07-13 08:37:00;AVENIDA DOS EXPEDICIONARIOS, ;RUA ANDRE CHAVES, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;0;1;1;0;2;0;0;0;0;0;0;0;0;(-38.538903 -3.757345);
360591;2020-07-13 08:20:00;RD BR 116, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(0 0);
360590;2020-07-13 08:11:00;AVENIDA JOAO PESSOA, 6760;, ; 6760;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;2;0;0;0;0;0;0;0;0;0;(-38.5605481 -3.76903369);
360589;2020-07-13 07:51:00;RUA CAP ARAGAO, 39;, ; 39;;;Choque c/ Obstáculo Fixo;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;2;0;0;0;0;0;0;0;0;0;(-38.5180233 -3.76569115);
358790;2020-07-13 07:50:00;RD BR 116, 3000;, ; 3000;;;Colisão Lateral;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;6;2;6;0;0;0;0;0;0;0;0;(-38.514372 -3.779838);
360588;2020-07-13 06:36:00;AVENIDA PRS CASTELO BRANCO, ;RUA FRANCISCO CALACA, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.570498 -3.707642);
360586;2020-07-13 04:01:00;AVENIDA JOSE SABOIA, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(0 0);
360585;2020-07-12 22:59:00;AVENIDA ENG HUMBERTO MONTE, 2510;, ; 2510;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.567671 -3.740607);
360584;2020-07-12 22:56:00;RUA OSCAR ARARIPE, 3272;, ; 3272;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.620127 -3.784673);
360583;2020-07-12 22:19:00;RUA NOSSA SRA APARECIDA, 501;, ; 501;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.60101 -3.75822);
360582;2020-07-12 21:53:00;RUA VITORIA (AV. PERIMETRAL), 1284;, ; 1284;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.5878877 -3.76398106);
359746;2020-07-12 21:13:00;RUA EMILIO DE MENESES, 1459;, ; 1459;;;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Meio de Quadra;Pare;Longo da via;1;0;0;0;1;0;0;0;0;0;0;0;0;(-38.59441 -3.77981);
360580;2020-07-12 20:21:00;RUA JULIO SILVA, 440;, ; 440;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.45462 -3.74537);
360572;2020-07-12 20:08:00;RUA MANUEL SATIRO, ;, ; ;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
360564;2020-07-12 19:51:00;RUA MANUEL DIAS BRANCO, 51;, ; 51;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(0 0);
358386;2020-07-12 19:44:00;RUA DEMOSTENES CARVALHO, 520;, ; 520;;;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;0;2;0;0;2;0;0;0;0;0;0;0;0;(-38.55968 -3.7239);
360563;2020-07-12 19:26:00;RUA DAS CARAVELAS, 445;, ; 445;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(-38.57942 -3.6971);
358385;2020-07-12 19:25:00;RUA PRO SILAS RIBEIRO, 77;, ; 77;;;Não informado;Luz do Dia;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.4846976 -3.73639967);
360562;2020-07-12 18:03:00;AVENIDA BEZERRA DE MENEZES, ;, ; ;;;Queda;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(0 0);
358384;2020-07-12 17:25:00;RUA CESAR FONSECA, ;RUA JOAQUIM LIMA, ; ;;;Engavetamento;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.473065 -3.743485);
359745;2020-07-12 17:18:00;RUA PROF GLAUCO LOBO, ;, ; ;;;Tombamento;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;0;0;0;(0 0);
360561;2020-07-12 17:14:00;RUA IPIRANGA D29, 487;, ; 487;;;Queda;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
360560;2020-07-12 17:04:00;RUA TAILANDIA, 283;, ; 283;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;2;0;0;0;0;0;0;0;0;1;0;0;(-38.60471 -3.75773);
359470;2020-07-12 16:10:00;RUA PROF GLAUCO LOBO, 119;, ; 119;;;Queda;Luz do Dia;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
360559;2020-07-12 14:36:00;RUA PEREIRA COUTINHO, 390;, ; 390;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
360558;2020-07-12 13:03:00;RUA DANIEL BRUNO, 181;, ; 181;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.57443 -3.70339);
360552;2020-07-12 13:00:00;AVENIDA ENG HUMBERTO MONTE, 2723;, ; 2723;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(0 0);
360551;2020-07-12 12:40:00;RUA TIM MAIA, 81;, ; 81;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(0 0);
359744;2020-07-12 12:00:00;RUA ULLISSES GUIMARAES, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;3;0;3;0;0;0;0;0;0;0;0;0;(0 0);
360548;2020-07-12 10:32:00;RUA TARCISIO PEIXOTO, 224;, ; 224;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.585979 -3.7494905);
360547;2020-07-12 09:10:00;RUA IGUATU, 411;, ; 411;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.5774149 -3.75491972);
360546;2020-07-12 06:57:00;AVENIDA PRS CASTELO BRANCO, 2168;, ; 2168;;;Atropelamento;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.54741893 -3.714159156);
360545;2020-07-12 03:06:00;RUA MIRTES CORDEIRO, 300;, ; 300;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.61133 -3.78509);
360544;2020-07-12 02:23:00;AVENIDA LAURO VIEIRA CHAVES, 417;, ; 417;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.5300157 -3.773795);
360543;2020-07-12 02:03:00;RUA 15 CJ JOSE WALTER, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
360542;2020-07-12 01:13:00;RUA DOIS, 150;, ; 150;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5341666 -3.8005555);
360541;2020-07-12 01:13:00;RUA L CJ VILA VELHA, ;, ; ;;;Acidente Pessoal;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
359444;2020-07-11 23:30:00;RD CE-040, ;, ; ;;;Colisão;;;Seca;Meio de Quadra;;Longo da via;0;2;0;0;2;0;0;0;0;0;0;0;0;(-38.48033084 -3.791613156);
360540;2020-07-11 22:23:00;RUA CEL QUEIROZ, 490;, ; 490;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(0 0);
360536;2020-07-11 22:03:00;RUA SILVINHA TELES D69, 439;, ; 439;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.526469 -3.84853574);
360529;2020-07-11 21:35:00;RUA CEL FABRICIANO, 3839;, ; 3839;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
360525;2020-07-11 20:19:00;AVENIDA EDILSON B SOARES, 955;, ; 955;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.48516 -3.78986);
360524;2020-07-11 20:13:00;AVENIDA SGT HERMINIO SAMPAIO, 3648;, ; 3648;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.573048 -3.729066);
360521;2020-07-11 19:49:00;AVENIDA ABOLICAO, 4001;, ; 4001;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.483388 -3.725056);
358383;2020-07-11 19:40:00;AVENIDA ABOLICAO, 3998;, ; 3998;;;Colisão Transversal;Via Iluminada;Bom;Seca;Meio de Quadra;Semáforo;Longo da via;0;1;1;0;1;0;0;0;0;1;0;0;0;(-38.483577 -3.725135);
360514;2020-07-11 19:30:00;RUA JOAQUIM MOTA, 311;, ; 311;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.57086 -3.80844);
360513;2020-07-11 19:04:00;AVENIDA CENTRAL CJ CEARA, 2180;, ; 2180;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
360512;2020-07-11 18:13:00;RUA BERNARDO MANUEL, 8631;, ; 8631;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.550309 -3.795085);
360511;2020-07-11 17:37:00;RUA OSCAR FRANCA, 1794;, ; 1794;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.6071044 -3.7894597);
360510;2020-07-11 17:15:00;RUA JOAQUIM NABUCO, ;RUA MARCOS MACEDO, ; ;;;Colisão;Anoitecer;;;Cruz;Pare;Cruzamento;0;1;0;2;0;0;0;0;0;0;0;0;0;(-38.500645 -3.733277);
359740;2020-07-11 16:30:00;AVENIDA GAL OSORIO DE PAIVA, 1466;, ; 1466;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;0;2;0;0;0;0;0;0;0;0;(-38.574762 -3.780853);
360508;2020-07-11 15:29:00;AVENIDA GODOFREDO MACIEL, 3867;, ; 3867;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.57393 -3.80957);
358382;2020-07-11 15:14:00;AVENIDA FILOMENO GOMES, ;RUA SAO PAULO, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.5412 -3.721539);
359741;2020-07-11 14:35:00;AVENIDA H CJ JOSE WALTER, 90;, ; 90;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;3;0;2;1;0;0;0;0;0;0;0;0;(-38.5564183 -3.84194213);
360507;2020-07-11 14:13:00;AVENIDA G CJ CEARA, ;AVENIDA H CJ CEARA, ; ;;;Queda;Luz do Dia;;;T;Pare;Cruzamento;0;1;0;0;0;0;0;0;0;1;0;0;0;(-38.610167 -3.775739);
360503;2020-07-11 12:46:00;RUA GAL BERNARDO FIGUEIREDO, ;RUA GONCALVES DIAS, ; ;;;Queda;Luz do Dia;;;T;Não Há Controle;Cruzamento;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.552444 -3.739793);
359469;2020-07-11 11:15:00;RUA L CJ VILA VELHA, 791;, ; 791;;;Colisão;Luz do Dia;Bom;Seca;Meio de Quadra;Pare;Longo da via;0;1;1;0;1;0;0;0;0;1;0;0;0;(0 0);
360502;2020-07-11 11:11:00;RUA ALBERTO FERREIRA, 604;, ; 604;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.58326 -3.72274);
360501;2020-07-11 10:46:00;RUA BERNARDO MANUEL, 425;, ; 425;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
360500;2020-07-11 10:31:00;AVENIDA DOM ALOÍSIO LORSCHEIDER, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(0 0);
360499;2020-07-11 08:02:00;RUA BERNARDO MANUEL, 9996;, ; 9996;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;0;1;0;0;0;0;1;0;0;0;(-38.553501 -3.80566);
360498;2020-07-11 01:47:00;RD BR 116, ;, ; ;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
360494;2020-07-11 00:53:00;AVENIDA ENG HUMBERTO MONTE, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
359739;2020-07-10 22:30:00;RD CE-040, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;1;0;1;0;0;0;0;1;0;0;0;(-38.48246582 -3.834450897);
359443;2020-07-10 21:00:00;RD CE-040, ;, ; ;;;Colisão;;;Seca;Meio de Quadra;;Longo da via;1;1;0;0;1;0;0;0;0;1;0;0;0;(-38.48246582 -3.834450897);
360479;2020-07-10 20:28:00;RUA DES WALDETARIO P MOTA, ;RUA AVILA GOULART, ; ;;;Colisão;;;;Cruz;Semáforo;Cruzamento;0;1;0;2;0;0;0;0;0;0;0;0;0;(-38.47916 -3.734478);
360476;2020-07-10 20:19:00;RUA DO CANAL (TAUAPE), ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
360475;2020-07-10 20:08:00;RUA VALPARAISO, 53;, ; 53;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.50523 -3.85157);
358381;2020-07-10 19:30:00;AVENIDA PRS COSTA E SILVA, ;, ; ;;;Queda;Via Iluminada;Bom;Seca;Meio de Quadra;Semáforo;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.568455 -3.8157606);
360465;2020-07-10 19:19:00;RUA BOM JESUS (GRANJA LISBOA), 1795;, ; 1795;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.6088741 -3.79194762);
360463;2020-07-10 19:15:00;AVENIDA AMERICO BARREIRA, 5572;, ; 5572;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.56444 -3.7603743);
360462;2020-07-10 18:31:00;AVENIDA CASTELO DE CASTRO, 921;, ; 921;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.521716 -3.837891);
360460;2020-07-10 18:17:00;RUA GODOFREDO OLIVEIRA, 3399;, ; 3399;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
360456;2020-07-10 18:07:00;AVENIDA GODOFREDO MACIEL, 858;, ; 858;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.565861 -3.783357);
360455;2020-07-10 16:59:00;RUA BENTO LOUSADO, 173;, ; 173;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.569348 -3.76555315);
360454;2020-07-10 15:57:00;RUA CIRO MONTEIRO, 5050;, ; 5050;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(0 0);
359468;2020-07-10 15:15:00;RUA MARIO MAMEDE, ;RUA ZOZIMO BARROSO, ; ;;;Colisão Lateral;Luz do Dia;Bom;Seca;T;Não Há Controle;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.52889 -3.75148);
360451;2020-07-10 15:09:00;AVENIDA DOMINGOS OLIMPIO, 1441;, ; 1441;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.535613 -3.735133);
360449;2020-07-10 14:05:00;RUA LICURGO MONTENEGRO, ;, ; ;;;Choque c/ Obstáculo Fixo;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(0 0);
360448;2020-07-10 13:38:00;AVENIDA PRO JOSE ARTHUR CARVALHO, 2051;, ; 2051;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.461354 -3.825025);
360447;2020-07-10 12:33:00;AVENIDA D CJ JOSE WALTER, 440;, ; 440;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.5568677 -3.8312374);
359467;2020-07-10 12:00:00;RUA BAR ARATANHA, ;RUA SALDANHA MARINHO, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;0;2;0;0;2;0;0;0;0;0;0;0;0;(-38.529697 -3.74282);
360446;2020-07-10 11:44:00;RUA JOSE MARTINS, 584;, ; 584;;;Outros;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.60303 -3.78853);
360445;2020-07-10 10:55:00;RUA DOS ENCONTROS, 1800;, ; 1800;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.45567 -3.77823);
360441;2020-07-10 10:32:00;RUA INTERNA, 129;, ; 129;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
360440;2020-07-10 10:27:00;RUA DO CANAL (TAUAPE), ;, ; ;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
359737;2020-07-10 08:12:00;AVENIDA WASHINGTON SOARES, 8564;, ; 8564;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;1;2;1;0;0;0;0;0;0;0;0;(-38.481766 -3.8263135);
360439;2020-07-10 07:55:00;AVENIDA SORIANO ALBUQUERQUE, 895;, ; 895;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.513767 -3.74946);
358380;2020-07-10 07:41:00;RUA VINTE E QUATRO DE MAIO, ;RUA GAL CLARINDO DE QUEIROZ, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;0;2;0;1;0;0;0;1;0;0;0;0;0;(-38.533532 -3.731621);
360438;2020-07-10 06:50:00;AVENIDA MACIEL BEZERRA, 2215;, ; 2215;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(-38.63044 -3.80961);
359441;2020-07-10 01:40:00;RD CE-040, 10509;, ; 10509;;;Choque c/ Obstáculo Fixo;;;Seca;Meio de Quadra;;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.48088284 -3.84257666);
358379;2020-07-09 20:45:00;RUA DEP MATOSO FILHO, 1115;, ; 1115;;;Colisão Frontal;Via Iluminada;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;2;0;0;3;0;0;0;0;0;0;0;0;(-38.5938018 -3.73378769);
358378;2020-07-09 19:17:00;RUA WALDIR DIOGO, ;RUA ALFREDO MAMEDE, ; ;;;Colisão Lateral;Via Iluminada;Bom;Seca;Cruz;Semáforo;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.580084 -3.807367);
360436;2020-07-09 19:10:00;AVENIDA ROGACIANO LEITE, 2523;, ; 2523;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5013246 -3.779259);
360435;2020-07-09 19:08:00;AVENIDA CARNEIRO DE MENDONCA, 1480;, ; 1480;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.57186 -3.761372);
360434;2020-07-09 18:12:00;RUA MOZART FIRMEZA, 856;, ; 856;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;2;0;0;0;0;0;0;0;0;0;(-38.5775404 -3.76751904);
360432;2020-07-09 17:43:00;RUA URUCUTUBA, 850;, ; 850;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;2;0;0;0;0;0;0;0;0;0;(-38.60277 -3.7967);
360431;2020-07-09 17:35:00;AVENIDA RECREIO D64, 139;, ; 139;;;Queda;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.449198 -3.806147);
360430;2020-07-09 16:37:00;AVENIDA DES GONZAGA, 500;, ; 500;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(-38.5027365 -3.7910425);
358377;2020-07-09 16:32:00;RUA CEL MATOS DOURADO, 588;RUA PRO EDGAR DE ARRUDA, ; 588;;;Colisão Traseira;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.584848 -3.758202);
360429;2020-07-09 16:12:00;AVENIDA GENIBAU, 240;, ; 240;;;Atropelamento;Luz do Dia;;;Meio de Quadra;;Longo da via;1;1;0;0;1;0;0;0;0;0;0;0;0;(-38.597468 -3.761273);
358376;2020-07-09 15:06:00;AVENIDA EDUARDO GIRAO, 430;, ; 430;;;Colisão Traseira;Luz do Dia;Nublado;Molhada;;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.540162 -3.748246);
358375;2020-07-09 14:27:00;RUA ARQUIMEDES MEMORIA, ;RUA JANDIRA, ; ;;;Colisão Lateral;Luz do Dia;Nublado;Seca;Cruz;Pare;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.586714 -3.713295);
358374;2020-07-09 13:18:00;RUA VITORIA, 1561;RUA CIDADE RIO BRANCO, ; 1561;;;Colisão Traseira;Luz do Dia;Bom;Seca;;;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.58906 -3.76617);
358373;2020-07-09 08:31:00;RUA COSTA BARROS, ;RUA VINTE E CINCO DE MARCO, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.521787 -3.727056);
360396;2020-07-09 08:30:00;AVENIDA ALBERTO CRAVEIRO, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
360395;2020-07-09 07:59:00;RUA BAR ARACATI, 676;, ; 676;;;Atropelamento;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.5102341 -3.72753226);
360280;2020-07-08 22:12:00;AVENIDA ROGACIANO LEITE, 2787;, ; 2787;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;2;0;1;0;0;0;0;0;0;0;0;0;(-38.50228 -3.78306);
360283;2020-07-08 20:40:00;AVENIDA SEN VIRGILIO TAVORA, ;AVENIDA PDE ANTONIO TOMAS, ; ;;;Colisão;;;;Cruz;Semáforo;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.494749 -3.74176);
